,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
64,Usman Khawaja,Australia,39,Batsman ,Left Handed Bat ,Right-arm offbreak,88,40,9,6,159,39,9,6,6229,1554,241,127,12757,1848,182,100,232,104,58,30,42.66,42,26.78,21.17,48.83,84.10,132.42,127.00,664,150,31,14,28,13,5,3,10,2,0,0,28,12,1,0,16,2,0,0,1,0,0,0,18,8,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Mitchell Marsh,Australia,34,Batting Allrounder ,Right Handed Bat ,Right-arm fast-medium,46,99,88,68,80,95,83,62,2083,3098,2313,1855,3700,3276,1628,1249,181,177,103,117,28.53,37.33,33.52,30.92,56.30,94.57,142.08,148.52,270,285,206,155,32,103,117,111,9,7,3,7,9,20,14,12,3,4,1,2,0,0,0,0,3483,2061,92,51,3.55,2213,2036,9,57,5.52,300,387,0,17,7.74,560,795,1,37,8.52
66,Matthew Short,Australia,30,Batsman ,Right Handed Bat ,Right-arm offbreak,0,23,24,9,0,21,22,9,0,462,416,177,0,528,277,143,0,74,66,36,0,22,20.8,19.67,0,87.50,150.19,123.78,0,46,40,21,0,11,20,5,0,4,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,407,1,6,5.29,108,206,0,9,11.44,43,64,0,0,8.93
67,Eoin Morgan,England,40,Batsman ,Left Handed Bat ,Right-arm medium,16,248,115,83,24,230,106,75,700,7701,2458,1405,1278,8447,1805,1146,130,148,91,68,30.43,39.09,28.58,22.66,54.78,91.17,136.18,122.61,77,654,186,112,6,220,120,64,4,18,3,6,3,47,14,5,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Joe Root,England,35,Batsman ,Right Handed Bat ,Right-arm offbreak,169,192,32,3,309,181,30,1,14278,7826,893,10,24783,8907,707,15,262,166,90,10,50.45,51.15,35.72,10,57.62,87.87,126.31,66.67,1537,638,92,1,46,55,16,0,15,9,2,0,69,48,5,0,41,20,0,0,6,0,0,0,6332,3559,164,74,3.37,1770,1744,2,30,5.91,84,139,0,6,9.93,12,14,0,0,7
69,Jason Roy,England,36,Batsman ,Right Handed Bat,,5,116,64,21,10,110,64,21,187,4271,1522,614,318,4047,1106,443,72,180,78,91,18.7,39.92,23.78,32.32,58.81,105.54,137.62,138.61,26,511,153,75,1,81,69,21,1,11,7,0,1,21,8,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Dawid Malan,England,39,Batsman ,Left Handed Bat ,Right-arm legbreak,22,30,62,1,39,30,60,1,1074,1450,1892,26,2622,1488,1428,26,140,140,103,26,27.54,55.77,36.38,26,40.97,97.45,132.50,100.00,146,150,194,1,1,32,62,1,2,5,2,0,9,7,16,0,1,6,1,0,0,0,0,0,222,131,4,2,3.54,15,17,0,1,6.8,12,27,0,1,13.5,0,0,0,0,0
71,Moeen Ali,England,39,Batting Allrounder ,Left Handed Bat ,Right-arm offbreak,68,138,92,73,118,112,75,59,3094,2355,1229,1167,5973,2398,863,835,155,128,72,93,28.13,24.28,21.19,22.02,51.80,98.21,142.42,139.77,375,203,88,95,34,78,68,67,15,6,9,6,15,6,7,6,5,3,0,0,0,0,0,0,12610,7612,292,204,3.62,5988,5311,13,111,5.32,999,1384,1,51,8.31,854,1029,1,41,7.23
72,Ben Stokes,England,35,Batting Allrounder ,Left Handed Bat ,Right-arm fast-medium,122,114,43,45,220,99,36,44,7273,3463,585,935,12427,3619,457,698,258,182,52,107,34.47,41.23,21.67,24.61,58.53,95.69,128.01,133.96,834,282,42,81,138,109,22,32,18,7,1,3,37,24,1,2,14,5,0,2,1,0,0,0,14085,7809,399,252,3.33,3110,3137,8,74,6.05,612,856,1,26,8.39,689,992,2,28,8.64
73,Liam Livingstone,England,33,Batting Allrounder ,Right Handed Bat ,Right-arm legbreak,1,39,60,51,2,36,47,49,16,932,955,1066,18,862,641,687,9,124,103,94,16,31.07,25.13,25.38,88.89,108.13,148.99,155.17,0,58,54,70,1,50,59,76,0,4,3,3,0,4,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,968,982,2,25,6.09,576,838,1,33,8.73,312,469,0,13,9.02
74,Chris Woakes,England,37,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,62,122,33,21,99,88,17,12,2034,1524,146,78,3843,1710,117,77,137,95,37,18,25.11,23.81,16.22,13,52.93,89.13,124.79,101.30,256,118,9,7,9,21,7,2,11,8,2,0,7,6,0,0,1,0,0,0,0,0,0,0,11219,5686,417,192,3.04,5737,5193,53,173,5.43,611,822,1,31,8.07,440,658,0,30,8.97
75,Tom Curran,England,31,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,2,28,30,13,3,17,13,10,66,303,64,127,120,321,56,107,39,47,14,54,33,37.88,10.67,25.4,55.00,94.40,114.29,118.70,12,29,1,10,0,5,4,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,396,200,14,2,3.03,1308,1290,8,34,5.92,588,907,1,29,9.26,238,430,0,13,10.84
76,Lewis Gregory,England,34,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,0,3,9,0,0,2,7,0,0,117,45,0,0,116,41,0,0,77,15,0,0,58.5,7.5,0,0,100.87,109.76,0,0,10,2,0,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,97,1,4,5.11,78,117,0,2,9,0,0,0,0,0
77,Sam Curran,England,28,Bowling Allrounder ,Left Handed Bat ,Left-arm fast-medium,24,44,80,64,38,33,51,53,815,668,744,997,1271,758,573,731,78,95,58,88,24.7,22.27,21.26,24.93,64.13,88.13,129.85,136.39,96,46,45,85,21,22,32,41,7,2,0,4,3,2,2,6,0,0,0,0,0,0,0,0,3091,1669,96,47,3.24,1681,1725,12,43,6.16,1359,1965,2,73,8.68,1253,2033,0,59,9.74
78,Jonny Bairstow,England,36,WK-Batsman ,Right Handed Bat ,Right-arm medium,100,107,80,52,178,98,72,52,6042,3868,1671,1674,10228,3758,1215,1146,167,141,90,114,36.4,42.98,29.84,34.88,59.08,102.93,137.54,146.08,721,437,148,173,56,92,76,74,17,9,6,3,26,17,10,9,12,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Jos Buttler,England,36,WK-Batsman ,Right Handed Bat,,57,202,160,138,100,174,147,136,2907,5578,4212,4646,5365,4833,2828,3103,152,162,131,124,31.95,39.01,33.97,39.71,54.19,115.42,148.94,149.73,339,449,389,458,33,188,186,211,9,15,11,8,18,29,28,28,2,11,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Sam Billings,England,35,WK-Batsman ,Right Handed Bat,,3,28,37,30,3,23,33,27,66,702,478,503,114,771,368,388,36,118,87,56,22,33.43,17.07,19.35,57.90,91.06,129.90,129.64,10,74,41,40,0,8,16,20,0,1,1,3,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Adil Rashid,England,38,Bowler ,Right Handed Bat ,Right-arm legbreak,19,164,150,3,33,88,44,2,540,972,163,22,1270,1044,182,16,61,69,22,18,19.29,16.47,7.41,11,42.52,93.11,89.57,137.50,62,94,13,2,4,14,1,1,3,8,4,0,2,1,0,0,0,0,0,0,0,0,0,0,3816,2390,50,60,3.76,8189,7703,16,243,5.64,3130,3936,5,169,7.55,60,91,0,2,9.1
82,Mark Wood,England,36,Bowler ,Right Handed Bat ,Right-arm fast,38,70,38,5,64,29,7,3,811,168,27,12,1143,167,28,8,52,43,10,10,15.6,12.92,13.5,6,70.96,100.60,96.43,150.00,108,16,2,1,20,5,0,1,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6610,3665,197,119,3.33,3506,3267,19,80,5.59,776,1099,1,54,8.5,120,179,1,11,8.95
83,Jofra Archer,England,31,Bowler ,Right Handed Bat ,Right-arm fast,23,39,49,68,37,23,20,42,364,219,129,326,669,193,86,225,51,38,21,32,12.13,18.25,11.73,13.04,54.41,113.48,150.00,144.89,40,23,10,18,8,8,7,22,4,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,4529,2377,141,83,3.15,2075,1755,28,70,5.07,1084,1507,3,64,8.34,1578,2161,4,84,8.22
84,Olly Stone,England,32,Bowler ,Right Handed Bat ,Right-arm fast,5,10,1,0,10,6,1,0,102,24,0,0,234,35,1,0,20,9,0,0,11.33,8,0,0,43.59,68.58,0.00,0,12,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,610,400,17,17,3.93,394,399,2,9,6.08,24,36,0,0,9,0,0,0,0,0
85,Reece Topley,England,32,Bowler ,Right Handed Bat ,Left-arm fast-medium,0,30,35,6,0,14,10,1,0,35,17,3,0,70,20,6,0,15,9,3,0,11.67,8.5,0,0,50.00,85.00,50.00,0,3,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,1257,17,47,5.42,706,978,0,33,8.31,120,222,0,5,11.1
86,Chris Jordan,England,37,Bowler ,Right Handed Bat ,Right-arm fast-medium,8,35,95,34,11,24,57,13,180,184,439,81,320,211,340,77,35,38,36,30,18,12.27,13.72,8.1,56.25,87.21,129.12,105.20,24,12,31,3,1,5,21,3,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1530,752,74,21,2.95,1660,1660,5,46,6,1953,2846,2,108,8.74,668,1070,1,30,9.61
87,Gus Atkinson,England,28,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,21,13,4,0,31,9,2,0,587,127,10,0,892,92,23,0,118,38,8,0,19.57,21.17,10,0,65.81,138.05,43.48,0,64,19,0,0,13,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3457,2104,107,83,3.65,562,602,1,16,6.43,65,122,0,6,11.26,0,0,0,0,0
88,Tom Banton,England,27,WK-Batsman ,Right Handed Bat,,0,7,40,2,0,6,34,2,0,172,735,18,0,186,496,20,0,58,73,10,0,28.67,25.34,9,0,92.48,148.19,90.00,0,21,70,1,0,4,32,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Jacob Bethell,England,22,Batting Allrounder ,Left Handed Bat ,Left-arm orthodox,9,24,36,9,18,22,32,9,579,712,786,163,953,786,521,116,154,110,105,55,34.06,33.9,30.23,18.11,60.76,90.59,150.87,140.52,75,69,63,21,5,18,45,6,2,1,1,0,4,6,4,1,1,1,1,0,0,0,0,0,388,255,4,8,3.94,346,430,1,9,7.46,93,135,0,8,8.71,0,0,0,0,0
90,Harry Brook,England,27,Batsman ,Right Handed Bat ,Right-arm medium,41,41,68,11,70,41,59,11,3610,1385,1532,190,4182,1317,954,154,317,136,100,100,53.09,37.43,34.04,21.11,86.33,105.17,160.59,123.38,395,124,124,23,55,56,74,4,5,2,1,3,20,6,8,0,10,3,1,1,1,0,0,0,180,127,3,1,4.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Zak Crawley,England,28,Batsman ,Right Handed Bat ,Right-arm medium,64,9,0,0,117,9,0,0,3586,205,0,0,5475,216,0,0,267,58,0,0,31.18,25.63,0,0,65.50,94.91,0,0,499,24,0,0,13,2,0,0,12,3,0,0,21,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Ben Duckett,England,31,Batsman ,Left Handed Bat ,Right-arm offbreak,49,37,21,0,91,37,21,0,3364,1529,527,0,3902,1536,344,0,182,165,84,0,38.23,42.47,27.74,0,86.22,99.55,153.20,0,442,173,69,0,19,22,8,0,7,4,2,0,16,9,3,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Will Jacks,England,27,Batting Allrounder ,Right Handed Bat ,Right-arm offbreak,6,26,45,28,11,23,37,26,234,679,660,602,453,666,445,379,47,94,53,100,21.27,32.33,22,27.36,51.66,101.96,148.32,158.84,17,60,60,50,6,20,32,38,1,2,1,0,0,4,1,2,0,0,0,1,0,0,0,0,721,554,11,12,4.61,528,549,1,10,6.24,306,429,0,19,8.41,191,314,0,10,9.86
94,Philip Salt,England,30,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,0,33,65,40,0,31,60,40,0,988,1852,1258,0,861,1131,721,0,122,141,89,0,31.87,34.94,34,0,114.76,163.75,174.48,0,134,187,138,0,20,87,67,0,1,7,4,0,5,10,12,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Jack Leach,England,35,Bowler ,Left Handed Bat ,Left-arm orthodox,38,0,0,0,59,0,0,0,498,0,0,0,1334,0,0,0,92,0,0,0,13.46,0,0,0,37.34,0,0,0,64,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9402,4838,307,142,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Jamie Overton,England,32,Bowling Allrounder ,Right Handed Bat ,Right-arm fast,2,13,24,13,3,10,15,8,106,272,88,151,157,244,84,93,97,68,19,43,35.33,27.2,8.8,30.2,67.52,111.48,104.77,162.37,15,32,5,14,2,8,3,7,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,450,310,6,4,4.13,422,413,2,14,5.87,347,477,1,26,8.25,204,332,0,14,9.76
97,Craig Overton,England,32,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,8,7,0,0,14,5,0,0,182,68,0,0,415,76,0,0,41,32,0,0,15.17,22.67,0,0,43.86,89.48,0,0,23,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,760,43,21,3.1,308,291,2,5,5.67,0,0,0,0,0,0,0,0,0,0
98,Ollie Pope,England,28,WK-Batsman ,Right Handed Bat,,64,0,0,0,113,0,0,0,3732,0,0,0,5793,0,0,0,205,0,0,0,34.56,0,0,0,64.43,0,0,0,439,0,0,0,18,0,0,0,6,0,0,0,16,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Faf du,South Africa,42,Batsman ,Right Handed Bat ,Right-arm legbreak,69,143,50,154,118,136,50,147,4163,5507,1528,4773,8986,6218,1137,3515,199,185,119,96,40.03,46.67,35.53,35.1,46.33,88.57,134.39,135.79,516,495,140,439,21,66,50,174,9,3,0,7,21,35,10,39,10,12,1,0,0,0,0,0,78,69,0,0,5.31,192,189,0,2,5.91,8,3,0,0,2.25,6,16,0,0,16
100,David Miller,South Africa,37,Batsman ,Left Handed Bat,,0,178,140,152,0,154,123,145,0,4611,2806,3288,0,4447,1983,2357,0,139,106,101,0,42.3,33.81,35.74,0,103.69,141.51,139.50,0,342,184,235,0,144,141,152,0,9,3,5,0,24,9,14,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Aiden Markram,South Africa,31,Batsman ,Right Handed Bat ,Right-arm offbreak,50,86,77,69,92,82,73,66,3192,2708,1966,1671,5407,2766,1332,1233,152,175,86,68,35.47,37.1,31.71,30.38,59.04,97.91,147.60,135.53,452,275,183,131,16,62,83,68,7,6,2,3,13,14,14,10,8,4,0,0,0,0,0,0,627,315,11,6,3.01,1252,1227,2,20,5.88,408,603,2,16,8.87,223,357,0,6,9.61
102,Rassie van,South Africa,37,Batsman ,Right Handed Bat ,Right-arm legbreak,18,71,57,3,32,66,53,3,905,2657,1406,22,2221,3053,1092,24,98,134,94,12,30.17,50.13,33.48,11,40.75,87.03,128.76,91.67,101,206,89,2,4,50,62,0,3,3,2,0,6,17,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,3,0,0,0,0,0,0,0,0,0,0
103,Jean,South Africa,42,Batting Allrounder ,Left Handed Bat ,Right-arm offbreak,46,199,81,83,74,179,75,77,2103,5117,1934,2029,4544,6050,1532,1636,166,150,96,78,32.86,36.81,38.68,39.78,46.29,84.58,126.25,124.03,251,347,138,126,13,75,71,79,9,7,6,1,8,27,11,14,6,4,0,0,0,0,0,0,2703,1601,48,42,3.55,3513,3143,9,69,5.37,463,599,0,21,7.76,678,834,0,23,7.38
104,Andile Phehlukwayo,South Africa,30,Bowling Allrounder ,Left Handed Bat ,Right-arm medium,4,85,42,0,4,57,25,0,19,884,166,0,39,1027,153,0,9,69,27,0,9.5,23.26,9.22,0,48.72,86.08,108.50,0,3,77,16,0,0,36,5,0,1,5,7,0,0,2,0,0,0,0,0,0,0,0,0,0,250,147,9,11,3.53,3175,3040,17,97,5.74,748,1112,0,50,8.92,0,0,0,0,0
105,Dwaine Pretorius,South Africa,37,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,3,27,30,7,6,13,17,5,83,192,261,44,163,224,159,28,37,50,77,22,13.83,16,21.75,11,50.93,85.72,164.16,157.15,13,14,22,3,1,5,15,3,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,480,252,22,7,3.15,1144,947,9,35,4.97,504,696,0,35,8.29,150,238,0,6,9.52
106,Chris Morris,South Africa,39,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,4,42,23,81,7,27,13,51,173,468,133,618,362,465,102,398,69,62,55,82,24.71,20.35,14.78,22.07,47.80,100.65,130.40,155.28,25,36,12,41,0,15,5,35,0,0,3,9,1,1,1,2,0,0,0,0,0,0,0,0,623,459,15,12,4.42,1894,1756,10,48,5.56,498,697,3,34,8.4,1720,2295,1,95,8.01
107,Quinton de,South Africa,33,WK-Batsman ,Left Handed Bat,,54,161,110,118,91,161,109,118,3300,7123,3095,3441,4652,7367,2176,2550,141,178,115,140,38.82,46.56,30.95,31.28,70.94,96.69,142.24,134.95,411,801,313,334,33,134,133,143,7,5,10,4,22,32,19,24,6,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Imran Tahir,South Africa,47,Bowler ,Right Handed Bat ,Right-arm legbreak,20,107,38,59,23,36,4,9,130,157,19,33,235,225,18,37,29,29,9,13,9.29,7.85,19,8.25,55.32,69.78,105.56,89.19,18,21,1,5,1,1,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3925,2294,86,57,3.51,5541,4297,38,173,4.65,845,948,0,63,6.73,1316,1703,1,82,7.76
109,Kagiso Rabada,South Africa,31,Bowler ,Left Handed Bat ,Right-arm fast,73,106,79,101,110,45,30,37,1102,401,184,262,2131,507,159,239,71,31,22,44,12.24,14.85,14.15,13.1,51.72,79.10,115.73,109.63,139,30,18,21,20,12,6,11,22,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,13436,7492,440,340,3.35,5444,4613,63,168,5.08,1697,2378,3,83,8.41,2290,3358,3,148,8.8
110,Lungi Ngidi,South Africa,30,Bowler ,Right Handed Bat ,Right-arm fast,20,75,64,28,31,31,18,4,97,126,59,4,230,258,72,9,19,20,13,3,4.85,9,11.8,2,42.18,48.84,81.95,44.45,14,8,5,0,1,6,1,0,8,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2578,1356,100,58,3.16,3461,3350,32,115,5.81,1299,1867,1,90,8.62,620,869,2,42,8.41
111,Tabraiz Shamsi,South Africa,36,Bowler ,Right Handed Bat ,Left-arm wrist-spin,2,55,70,5,4,15,14,1,20,39,10,2,48,69,27,4,18,11,4,2,20,9.75,2,0,41.67,56.53,37.04,50.00,2,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,483,278,10,6,3.45,2697,2510,8,73,5.58,1509,1859,1,89,7.39,120,181,0,3,9.05
112,Beuran Hendricks,South Africa,36,Bowler ,Left Handed Bat ,Left-arm fast-medium,1,10,19,7,2,4,5,3,9,24,18,1,18,45,23,3,5,18,12,1,9,8,6,1,50.00,53.34,78.27,33.34,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,231,175,5,6,4.55,386,346,2,10,5.38,409,627,0,25,9.2,150,235,0,9,9.4
113,Temba Bavuma,South Africa,36,Batsman ,Right Handed Bat ,Right-arm medium,66,55,36,0,114,53,35,0,3810,2035,670,0,7794,2320,567,0,172,144,72,0,38.1,40.7,20.94,0,48.89,87.72,118.17,0,433,203,62,0,16,27,16,0,10,2,6,0,26,8,1,0,4,5,0,0,0,0,0,0,96,61,1,1,3.81,37,22,0,0,3.57,0,0,0,0,0,0,0,0,0,0
114,Nandre Burger,South Africa,31,Bowler ,Left Handed Bat ,Left-arm fast-medium,3,14,8,18,5,9,3,3,33,41,10,14,113,114,21,9,23,17,9,10,8.25,13.67,5,14,29.21,35.97,47.62,155.56,4,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,237,14,14,3.78,659,671,3,22,6.11,174,239,0,6,8.24,363,585,0,21,9.67
115,Gerald Coetzee,South Africa,25,Bowler ,Right Handed Bat ,Right-arm fast,4,14,18,14,6,7,14,7,67,57,128,31,76,90,93,33,20,22,23,12,13.4,8.14,10.67,5.17,88.16,63.34,137.64,93.94,7,4,10,2,2,1,7,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,462,330,7,14,4.29,666,720,1,31,6.49,370,570,1,22,9.24,273,472,0,15,10.37
116,Reeza Hendricks,South Africa,37,Batsman ,Right Handed Bat ,Right-arm offbreak,0,38,90,0,0,38,89,0,0,974,2504,0,0,1264,1938,0,0,102,117,0,0,27.06,28.78,0,0,77.06,129.21,0,0,101,268,0,0,9,70,0,0,2,7,0,0,7,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,42,47,0,1,6.71,29,58,0,0,12,0,0,0,0,0
117,Marco Jansen,South Africa,26,Bowling Allrounder ,Right Handed Bat ,Left-arm fast,21,32,30,48,32,27,20,26,624,553,268,192,1145,492,182,174,93,75,55,34,23.11,25.14,17.87,12.8,54.50,112.40,147.26,110.35,77,44,17,9,13,25,21,9,4,2,2,3,4,2,2,0,0,0,0,0,0,0,0,0,3408,1880,112,89,3.31,1565,1640,11,49,6.29,659,982,1,33,8.94,1017,1632,1,45,9.63
118,Heinrich Klaasen,South Africa,35,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,4,60,58,64,8,56,53,60,104,2141,1000,2104,230,1829,705,1262,35,174,81,105,13,43.69,23.26,42.08,45.22,117.06,141.85,166.72,11,200,72,146,0,71,52,120,0,2,2,1,0,11,5,13,0,4,0,2,0,0,0,0,0,0,0,0,0,30,33,0,0,6.6,6,14,0,0,14,0,0,0,0,0
119,Keshav Maharaj,South Africa,36,Bowler ,Right Handed Bat ,Left-arm orthodox,62,56,54,2,95,31,19,1,1334,324,107,1,2197,403,127,2,84,40,41,1,15.33,14.09,8.92,1,60.72,80.40,84.26,50.00,153,37,6,0,29,4,5,0,19,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,12308,6370,372,218,3.11,2885,2272,15,73,4.73,1103,1447,1,55,7.87,36,39,0,2,6.5
120,Kwena Maphaka,South Africa,20,Bowler ,Left Handed Bat ,Left-arm fast-medium,2,5,22,4,3,3,6,1,17,1,19,8,28,8,24,2,9,1,12,8,8.5,0.33,9.5,0,60.72,12.50,79.17,400.00,0,0,2,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,5,3,3.92,199,245,2,9,7.39,436,650,0,20,8.94,66,143,0,2,13
121,Wiaan Mulder,South Africa,28,Bowling Allrounder ,Right Handed Bat ,Right-arm medium,24,30,15,1,40,24,12,1,1253,338,152,9,2167,398,145,11,367,64,36,9,35.8,18.78,15.2,9,57.83,84.93,104.83,81.82,152,33,11,1,17,5,6,0,4,2,3,0,1,2,0,0,3,0,0,0,1,0,0,0,2022,988,82,38,2.93,944,994,2,26,6.32,174,272,0,13,9.38,6,16,0,0,16
122,Anrich Nortje,South Africa,32,Bowler ,Right Handed Bat ,Right-arm fast,19,22,47,49,33,7,14,18,187,40,30,49,618,59,50,50,40,10,12,23,7.79,6.67,3.75,7,30.26,67.80,60.00,98.00,27,3,1,6,0,0,1,0,8,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3057,1870,81,70,3.67,1006,982,4,36,5.86,977,1186,0,56,7.28,1120,1696,1,61,9.09
123,Ryan Rickelton,South Africa,30,WK-Batsman ,Left Handed Bat,,15,17,29,26,27,17,29,26,897,454,741,836,1697,527,493,497,259,103,77,123,37.38,28.38,28.5,34.83,52.86,86.15,150.31,168.21,106,47,57,78,7,6,42,55,1,2,2,0,1,1,4,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Tristan Stubbs,South Africa,26,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,14,15,52,46,26,15,43,43,759,392,967,980,1632,462,727,648,122,112,76,71,31.63,30.15,30.22,39.2,46.51,84.85,133.02,151.24,62,19,75,69,12,10,37,46,2,4,3,2,3,3,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,7.5,12,41,0,0,20.5,36,69,0,4,11.5
125,Kyle Verreynne,South Africa,29,WK-Batsman ,Right Handed Bat ,Right-arm offbreak,31,19,0,0,48,16,0,0,1266,533,0,0,2271,588,0,0,136,95,0,0,30.14,38.07,0,0,55.75,90.65,0,0,131,41,0,0,14,11,0,0,4,0,0,0,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Lizaad Williams,South Africa,32,Bowler ,Left Handed Bat ,Right-arm fast-medium,2,8,20,2,3,4,10,1,25,18,14,1,71,26,26,2,13,13,5,1,8.33,4.5,2.33,0,35.22,69.24,53.85,50.00,4,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,185,105,5,3,3.41,406,398,5,16,5.88,389,623,0,24,9.61,36,72,0,1,12
127,Martin Guptill,New Zealand,39,Batsman ,Right Handed Bat ,Right-arm offbreak,47,198,122,13,89,195,118,13,2586,7346,3531,270,5548,8414,2602,196,189,237,105,50,29.39,41.5,31.81,22.5,46.62,87.31,135.71,137.76,326,751,310,24,23,187,173,15,10,16,3,1,17,39,20,1,3,18,2,0,0,1,0,0,428,298,9,8,4.18,109,98,0,4,5.39,6,11,0,0,11,0,0,0,0,0
