,Name,Country,Age,Role,Batting style,Bowling style,Test Matches,ODI Matches,T20 Matches,Ipl Matches,Test Innings,ODI Innings,T20 Innings,IPL Innings,Test Runs,ODI Runs,T20 Runs,IPL Runs,Test Balls,ODI Balls,T20 Balls,IPL Balls,Test Highest,ODI Highest,T20 Highest,IPL Highest,Test Average,ODI Average,T20 Average,IPL Average,Test Strikerate,ODI Strikerate,T20 Strikerate,IPL Strikerate,Test Fours,ODI Fours,T20 Fours,IPL Fours,Test Sixes,ODI Sixes,T20 Sixes,IPL Sixes,Test Ducks,ODI Ducks,T20 Ducks,IPL Ducks,Test 50s,ODI 50S,T20 50s,IPL 50s,Test 100s,ODI 100s,T20 100s,IPL 100s,Test 200s,ODI 200s,T20 200s,IPL 200s,Test bowl balls,Test bowl runs,Test Maidens,Test Wickets,Test Economy,ODI bowl balls,ODI bowl runs,ODI Maidens,ODI Wickets,ODI Economy,T20 bowl balls,T20 bowl runs,T20 Maidens,T20 Wickets,T20 Economy,IPL bowl balls,IPL bowl runs,IPL Maidens,IPL Wickets,IPL Economy
1225,Hemantha Wickramaratne,Sri Lanka,55,Batsman ,Left Handed Bat ,Left-arm orthodox,0,3,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Dulip Samaraweera,Sri Lanka,54,Batsman ,Right Handed Bat ,Right-arm offbreak,7,5,0,0,14,4,0,0,211,91,0,0,805,169,0,0,42,49,0,0,15.07,22.75,0,0,26.22,53.85,0,0,18,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Nisal Fernando,Sri Lanka,56,Batsman ,Right Handed Bat,,0,2,0,0,0,2,0,0,0,22,0,0,0,25,0,0,0,20,0,0,0,0,0,0,0,88.00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Aruna Gunawardena,Sri Lanka,57,Batsman ,Right Handed Bat ,Right-arm medium,0,1,1,0,0,1,1,0,0,2,1,0,0,10,4,0,0,2,1,0,0,2,1,0,0,20.00,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,0,14,0,0,0,0,0
1229,Ravindra Pushpakumara,Sri Lanka,50,Bowler ,Right Handed Bat ,Right-arm fast-medium,23,31,0,0,31,9,0,0,166,36,0,0,483,52,0,0,44,14,0,0,8.74,9,0,0,34.37,69.24,0,0,19,2,0,0,4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3792,2242,98,58,3.55,1430,1181,12,24,4.96,0,0,0,0,0,0,0,0,0,0
1230,Manjula Munasinghe,Sri Lanka,54,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,5,0,0,0,4,0,0,0,13,0,0,0,52,0,0,0,8,0,0,0,4.33,0,0,0,25.00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,146,3,4,4.04,0,0,0,0,0,0,0,0,0,0
1231,Ajith Weerakkody,Sri Lanka,55,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,1,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,41,0,0,6.83,0,0,0,0,0,0,0,0,0,0
1232,Sanjeeva Ranatunga,Sri Lanka,57,Batsman ,Left Handed Bat ,Right-arm offbreak,9,13,0,0,17,11,0,0,531,253,0,0,1626,526,0,0,118,70,0,0,33.19,23,0,0,32.66,48.10,0,0,56,10,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Kumar Dharmasena,Sri Lanka,55,Batsman ,Right Handed Bat ,Right-arm offbreak,31,141,0,0,51,87,0,0,868,1222,0,0,2665,1879,0,0,62,69,0,0,19.73,22.63,0,0,32.58,65.04,0,0,91,63,0,0,2,2,0,0,4,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,6939,2920,265,69,2.52,7009,4998,40,138,4.28,0,0,0,0,0,0,0,0,0,0
1234,Jayantha Silva,Sri Lanka,52,Batsman ,Right Handed Bat ,Left-arm orthodox,7,1,0,0,4,1,0,0,6,1,0,0,28,1,0,0,6,1,0,0,2,0,0,0,21.43,100.00,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,647,72,20,2.53,48,55,0,0,6.88,0,0,0,0,0,0,0,0,0,0
1235,Janak Gamage,Sri Lanka,62,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,4,0,0,0,2,0,0,0,8,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,88.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,104,2,3,4.73,0,0,0,0,0,0,0,0,0,0
1236,Chaminda Mendis,Sri Lanka,57,Batsman ,Right Handed Bat ,Right-arm offbreak,0,1,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,150.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Chamara Dunusinghe,Sri Lanka,55,Batsman ,Right Handed Bat,,5,1,0,0,10,1,0,0,160,1,0,0,452,1,0,0,91,1,0,0,16,1,0,0,35.40,100.00,0,0,15,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Eric Upashantha,Sri Lanka,53,Batsman ,Right Handed Bat ,Right-arm fast-medium,2,12,0,0,3,8,0,0,10,49,0,0,38,86,0,0,6,15,0,0,3.33,7,0,0,26.32,56.98,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,200,5,4,3.92,564,481,6,12,5.12,0,0,0,0,0,0,0,0,0,0
1239,Sajeewa de,Sri Lanka,55,Batsman ,Left Handed Bat ,Left-arm fast-medium,8,38,0,0,12,19,0,0,65,39,0,0,178,93,0,0,27,13,0,0,9.29,6.5,0,0,36.52,41.94,0,0,9,3,0,0,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,889,42,16,3.37,1619,1323,10,52,4.9,0,0,0,0,0,0,0,0,0,0
1240,Lanka de,Sri Lanka,50,Batsman ,Right Handed Bat ,Right-arm offbreak,3,11,0,0,4,6,0,0,36,161,0,0,153,193,0,0,20,57,0,0,12,53.67,0,0,23.53,83.42,0,0,3,16,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Naveed Nawaz,Sri Lanka,52,Batsman ,Left Handed Bat ,Right-arm legbreak,1,3,0,0,2,3,0,0,99,31,0,0,192,71,0,0,78,15,0,0,99,15.5,0,0,51.57,43.67,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Suresh Perera,Sri Lanka,48,Batsman ,Right Handed Bat ,Right-arm fast-medium,3,20,0,0,4,13,0,0,77,195,0,0,148,257,0,0,43,56,0,0,25.67,17.73,0,0,52.03,75.88,0,0,12,15,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,408,180,12,1,2.65,579,522,2,13,5.41,0,0,0,0,0,0,0,0,0,0
1243,Niroshan Bandaratilleke,Sri Lanka,51,Batsman ,Right Handed Bat ,Left-arm orthodox,7,3,0,0,9,1,0,0,93,0,0,0,252,2,0,0,25,0,0,0,11.63,0,0,0,36.91,0.00,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,698,83,23,2.43,144,111,0,2,4.63,0,0,0,0,0,0,0,0,0,0
1244,Hemantha Boteju,Sri Lanka,48,Batsman ,Right Handed Bat ,Right-arm medium,0,2,0,0,0,2,0,0,0,3,0,0,0,11,0,0,0,2,0,0,0,3,0,0,0,27.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,113,1,0,6.65,0,0,0,0,0,0,0,0,0,0
1245,Indika Gallage,Sri Lanka,50,Batsman ,Right Handed Bat ,Right-arm fast-medium,1,3,0,0,1,2,0,0,3,17,0,0,33,27,0,0,3,14,0,0,3,17,0,0,9.10,62.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,77,5,0,3.08,144,115,2,3,4.79,0,0,0,0,0,0,0,0,0,0
1246,Charitha Buddhika,Sri Lanka,45,Bowling Allrounder ,Right Handed Bat ,Right-arm fast-medium,9,17,0,0,8,10,0,0,132,29,0,0,332,59,0,0,45,14,0,0,26.4,7.25,0,0,39.76,49.16,0,0,15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,792,31,18,3.74,700,586,7,15,5.02,0,0,0,0,0,0,0,0,0,0
1247,Prabath Nissanka,Sri Lanka,45,Bowler ,Right Handed Bat ,Right-arm fast-medium,4,23,0,0,5,13,0,0,18,53,0,0,83,140,0,0,12,11,0,0,6,6.63,0,0,21.69,37.86,0,0,2,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,366,21,10,3.74,997,857,6,27,5.16,0,0,0,0,0,0,0,0,0,0
1248,Chamila Gamage,Sri Lanka,47,Batsman ,Right Handed Bat ,Right-arm fast-medium,2,7,0,0,3,2,0,0,42,7,0,0,50,12,0,0,40,4,0,0,14,7,0,0,84.00,58.34,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,158,10,5,3.29,300,254,2,8,5.08,0,0,0,0,0,0,0,0,0,0
1249,Pulasthi Gunaratne,Sri Lanka,52,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,23,0,0,0,8,0,0,0,36,0,0,0,63,0,0,0,15,0,0,0,7.2,0,0,0,57.15,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,908,6,27,5.68,0,0,0,0,0,0,0,0,0,0
1250,Dinusha Fernando,Sri Lanka,46,Batsman ,Right Handed Bat ,Right-arm fast-medium,2,1,0,0,3,0,0,0,56,0,0,0,129,0,0,0,51,0,0,0,28,0,0,0,43.42,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126,107,2,1,5.1,42,13,2,2,1.86,0,0,0,0,0,0,0,0,0,0
1251,Saman Jayantha,Sri Lanka,52,Batsman ,Right Handed Bat ,Right-arm offbreak,0,17,0,0,0,17,0,0,0,400,0,0,0,530,0,0,0,74,0,0,0,26.67,0,0,0,75.48,0,0,0,54,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,0,0,5.02,0,0,0,0,0,0,0,0,0,0
1252,Pradeep Jeyaprakashdaran,Sri Lanka,42,Bowler ,Right Handed Bat ,Right-arm fast-medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,1,1,3.5,0,0,0,0,0,0,0,0,0,0
1253,Asif Iqbal,Pakistan,82,Batsman ,Right Handed Bat ,Right-arm medium,58,10,0,0,99,8,0,0,3575,330,0,0,2903,466,0,0,175,62,0,0,38.86,55,0,0,123.15,70.82,0,0,350,28,0,0,17,1,0,0,9,0,0,0,12,5,0,0,11,0,0,0,0,0,0,0,3694,1502,181,53,2.44,582,378,7,16,3.9,0,0,0,0,0,0,0,0,0,0
1254,Asif Masood,Pakistan,80,Batsman ,Right Handed Bat ,Right-arm fast-medium,16,7,0,0,19,3,0,0,93,10,0,0,76,17,0,0,30,6,0,0,10.33,5,0,0,122.37,58.83,0,0,4,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772,1568,78,38,3.39,372,234,8,5,3.77,0,0,0,0,0,0,0,0,0,0
1255,Intikhab Alam,Pakistan,84,Batsman ,Right Handed Bat ,Right-arm legbreak,47,4,0,0,77,2,0,0,1493,17,0,0,959,45,0,0,138,10,0,0,22.28,8.5,0,0,155.69,37.78,0,0,116,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,9826,4494,383,125,2.74,138,118,2,4,5.13,0,0,0,0,0,0,0,0,0,0
1256,Majid Khan,Pakistan,79,Batsman ,Right Handed Bat,,63,23,0,0,106,22,0,0,3931,786,0,0,3742,1052,0,0,167,109,0,0,38.92,37.43,0,0,105.06,74.72,0,0,379,69,0,0,9,6,0,0,9,1,0,0,19,7,0,0,8,1,0,0,0,0,0,0,3336,1456,124,27,2.62,642,374,11,13,3.5,0,0,0,0,0,0,0,0,0,0
1257,Mushtaq Mohammad,Pakistan,82,Batsman ,Right Handed Bat ,Right-arm legbreak,57,10,0,0,100,9,0,0,3643,209,0,0,2802,353,0,0,201,55,0,0,39.17,34.83,0,0,130.02,59.21,0,0,316,12,0,0,4,0,0,0,4,0,0,0,19,1,0,0,10,0,0,0,1,0,0,0,4784,2309,177,79,2.9,42,23,0,0,3.29,0,0,0,0,0,0,0,0,0,0
1258,Nasim,Pakistan,85,Batsman ,Left Handed Bat,,29,1,0,0,50,1,0,0,747,1,0,0,380,8,0,0,101,1,0,0,16.6,1,0,0,196.58,12.50,0,0,51,0,0,0,2,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4398,1959,204,52,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,Sadiq Mohammad,Pakistan,81,Batsman ,Left Handed Bat ,Right-arm legbreak,41,19,0,0,74,19,0,0,2579,383,0,0,2567,755,0,0,166,74,0,0,35.82,21.28,0,0,100.47,50.73,0,0,237,39,0,0,0,1,0,0,6,0,0,0,10,2,0,0,5,0,0,0,0,0,0,0,180,98,5,0,3.27,38,26,1,2,4.11,0,0,0,0,0,0,0,0,0,0
1260,Saleem Altaf,Pakistan,82,Batsman ,Right Handed Bat ,Right-arm fast-medium,21,6,0,0,31,2,0,0,276,25,0,0,546,53,0,0,53,21,0,0,14.53,25,0,0,50.55,47.17,0,0,16,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3637,1710,122,46,2.82,247,151,2,5,3.67,0,0,0,0,0,0,0,0,0,0
1261,Sarfraz Nawaz,Pakistan,77,Batsman ,Right Handed Bat ,Right-arm fast-medium,55,45,0,0,72,31,0,0,1045,221,0,0,1303,345,0,0,90,34,0,0,17.71,9.61,0,0,80.20,64.06,0,0,93,16,0,0,1,1,0,0,6,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12663,5798,486,177,2.75,2374,1463,49,63,3.7,0,0,0,0,0,0,0,0,0,0
1262,Wasim Bari,Pakistan,78,Batsman ,Right Handed Bat,,81,51,0,0,112,26,0,0,1366,221,0,0,1756,431,0,0,85,34,0,0,15.52,15.79,0,0,77.80,51.28,0,0,106,11,0,0,2,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Wasim Raja,Pakistan,54,Batsman ,Left Handed Bat ,Right-arm legbreak,57,54,0,0,92,45,0,0,2821,782,0,0,3646,1168,0,0,125,60,0,0,36.17,21.72,0,0,77.38,66.96,0,0,291,58,0,0,27,11,0,0,8,6,0,0,18,2,0,0,4,0,0,0,0,0,0,0,3860,1826,134,51,2.84,1020,687,10,21,4.04,0,0,0,0,0,0,0,0,0,0
1264,Imran Khan,Pakistan,73,Bowling Allrounder ,Right Handed Bat ,Right-arm fast,88,175,0,0,126,151,0,0,3807,3709,0,0,6588,5105,0,0,136,102,0,0,37.69,33.41,0,0,57.79,72.66,0,0,327,222,0,0,55,45,0,0,8,6,0,0,18,19,0,0,6,1,0,0,0,0,0,0,18644,8258,727,362,2.66,7447,4844,124,182,3.9,0,0,0,0,0,0,0,0,0,0
1265,Zaheer Abbas,Pakistan,78,Batsman ,Right Handed Bat ,Right-arm offbreak,78,62,0,0,124,60,0,0,5062,2572,0,0,6935,3033,0,0,274,123,0,0,44.8,47.63,0,0,73.00,84.81,0,0,511,213,0,0,22,22,0,0,10,2,0,0,20,13,0,0,12,7,0,0,4,0,0,0,368,132,9,3,2.15,280,223,2,7,4.78,0,0,0,0,0,0,0,0,0,0
1266,Naseer Malik,Pakistan,49,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,3,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,98,5,5,3.27,0,0,0,0,0,0,0,0,0,0
1267,Pervez Mir,Pakistan,72,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,3,0,0,0,3,0,0,0,26,0,0,0,44,0,0,0,18,0,0,0,13,0,0,0,59.10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,77,2,3,4.05,0,0,0,0,0,0,0,0,0,0
1268,Mohsin Khan,Pakistan,71,Batsman ,Right Handed Bat ,Right-arm medium,48,75,0,0,79,75,0,0,2709,1877,0,0,4862,3373,0,0,200,117,0,0,37.11,26.81,0,0,55.72,55.65,0,0,258,151,0,0,6,7,0,0,3,3,0,0,9,8,0,0,7,2,0,0,1,0,0,0,84,30,4,0,2.14,12,5,0,1,2.5,0,0,0,0,0,0,0,0,0,0
1269,Aamer Hameed,Pakistan,71,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,38,2,1,3.45,0,0,0,0,0,0,0,0,0,0
1270,Hasan Jamil,Pakistan,73,Batsman ,Left Handed Bat ,Left-arm fast-medium,0,6,0,0,0,5,0,0,0,111,0,0,0,120,0,0,0,28,0,0,0,22.2,0,0,0,92.50,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,154,3,8,4.4,0,0,0,0,0,0,0,0,0,0
1271,Liaqat Ali,Pakistan,71,Batsman ,Right Handed Bat ,Left-arm fast-medium,5,3,0,0,7,1,0,0,28,7,0,0,103,31,0,0,12,7,0,0,7,7,0,0,27.19,22.59,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,359,23,6,3.09,174,111,4,2,3.83,0,0,0,0,0,0,0,0,0,0
1272,Mudassar Nazar,Pakistan,70,Batsman ,Right Handed Bat ,Right-arm medium,76,122,0,0,116,115,0,0,4114,2653,0,0,8916,5130,0,0,231,95,0,0,37.74,25.27,0,0,46.15,51.72,0,0,358,184,0,0,1,2,0,0,7,6,0,0,17,16,0,0,10,0,0,0,1,0,0,0,5905,2532,217,66,2.57,4853,3432,43,111,4.24,0,0,0,0,0,0,0,0,0,0
1273,Shafiq Ahmed,Pakistan,77,Batsman ,Right Handed Bat ,Right-arm medium,6,3,0,0,10,3,0,0,99,41,0,0,325,91,0,0,27,29,0,0,11,13.67,0,0,30.47,45.06,0,0,10,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,Haroon Rasheed,Pakistan,73,Batsman ,Right Handed Bat ,Right-arm medium,23,12,0,0,36,10,0,0,1217,166,0,0,1690,316,0,0,153,63,0,0,34.77,20.75,0,0,72.02,52.54,0,0,112,6,0,0,19,0,0,0,2,0,0,0,5,1,0,0,3,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,Iqbal Qasim,Pakistan,72,Batsman ,Left Handed Bat ,Left-arm orthodox,50,15,0,0,57,7,0,0,549,39,0,0,1467,90,0,0,56,13,0,0,12.77,6.5,0,0,37.43,43.34,0,0,46,3,0,0,0,0,0,0,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12509,4807,649,171,2.31,636,500,12,12,4.72,0,0,0,0,0,0,0,0,0,0
1276,Sikander Bakht,Pakistan,68,Batsman ,Right Handed Bat ,Right-arm fast-medium,26,27,0,0,35,11,0,0,146,31,0,0,348,97,0,0,22,16,0,0,6.35,7.75,0,0,41.96,31.96,0,0,5,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4496,2412,147,67,3.22,1265,860,16,33,4.08,0,0,0,0,0,0,0,0,0,0
1277,Arshad Pervez,Pakistan,72,Batsman ,Right Handed Bat ,Right-arm medium,0,2,0,0,0,2,0,0,0,11,0,0,0,47,0,0,0,8,0,0,0,5.5,0,0,0,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,Naeem Ahmed,Pakistan,73,Batsman ,Right Handed Bat ,Left-arm orthodox,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,0,0,4.3,0,0,0,0,0,0,0,0,0,0
1279,Azmat Rana,Pakistan,74,Batsman ,Left Handed Bat ,Right-arm offbreak,1,2,0,0,1,2,0,0,49,42,0,0,94,73,0,0,49,22,0,0,49,42,0,0,52.13,57.54,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Mansoor Akhtar,Pakistan,68,Batsman ,Right Handed Bat ,Right-arm medium,19,41,0,0,29,35,0,0,655,593,0,0,1558,1148,0,0,111,47,0,0,25.19,17.44,0,0,42.05,51.66,0,0,91,43,0,0,1,2,0,0,4,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,110,2,2,4.78,0,0,0,0,0,0,0,0,0,0
1281,Javed Miandad,Pakistan,68,Batsman ,Right Handed Bat ,Right-arm legbreak,124,233,0,0,189,218,0,0,8832,7381,0,0,15164,11014,0,0,280,119,0,0,52.57,41.47,0,0,58.25,67.02,0,0,809,445,0,0,48,44,0,0,6,8,0,0,43,50,0,0,23,8,0,0,6,0,0,0,1210,682,32,17,3.38,384,297,3,7,4.64,0,0,0,0,0,0,0,0,0,0
1282,Mohammad Nazir,Pakistan,80,Batsman ,Right Handed Bat ,Right-arm offbreak,14,4,0,0,18,3,0,0,144,4,0,0,145,16,0,0,29,2,0,0,18,0,0,0,99.32,25.00,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3262,1124,162,34,2.07,222,156,3,3,4.22,0,0,0,0,0,0,0,0,0,0
1283,Taslim Arif,Pakistan,53,Batsman ,Right Handed Bat ,Right-arm medium,6,2,0,0,10,2,0,0,501,28,0,0,1042,58,0,0,210,24,0,0,55.67,14,0,0,48.09,48.28,0,0,44,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,30,28,0,1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,Ashraf Ali,Pakistan,68,Batsman ,Right Handed Bat,,8,16,0,0,8,9,0,0,229,69,0,0,336,135,0,0,65,19,0,0,45.8,17.25,0,0,68.16,51.12,0,0,21,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,Ijaz Faqih,Pakistan,70,Batsman ,Right Handed Bat ,Right-arm offbreak,5,27,0,0,8,19,0,0,183,197,0,0,474,351,0,0,105,42,0,0,26.14,12.31,0,0,38.61,56.13,0,0,16,15,0,0,4,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,534,299,9,4,3.36,1116,819,6,13,4.4,0,0,0,0,0,0,0,0,0,0
1286,Rashid Khan,Pakistan,66,Batsman ,Right Handed Bat ,Right-arm fast-medium,4,29,0,0,6,15,0,0,155,110,0,0,269,173,0,0,59,17,0,0,51.67,13.75,0,0,57.63,63.59,0,0,21,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,738,360,32,8,2.93,1414,923,33,20,3.92,0,0,0,0,0,0,0,0,0,0
1287,Saleem Pervez,Pakistan,78,Batsman ,Right Handed Bat ,Right-arm fast-medium,0,1,0,0,0,1,0,0,0,18,0,0,0,39,0,0,0,18,0,0,0,18,0,0,0,46.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,Tahir Naqqash,Pakistan,66,Batsman ,Right Handed Bat,,15,40,0,0,19,23,0,0,300,210,0,0,330,242,0,0,57,61,0,0,21.43,15,0,0,90.91,86.78,0,0,36,11,0,0,1,3,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2800,1398,108,34,3,1596,1240,15,34,4.66,0,0,0,0,0,0,0,0,0,0
1289,Rizwan,Pakistan,64,Batsman ,Right Handed Bat ,Right-arm legbreak,11,3,0,0,19,3,0,0,345,20,0,0,816,129,0,0,60,14,0,0,19.17,6.67,0,0,42.28,15.51,0,0,17,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,132,46,7,4,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Saleem Malik,Pakistan,63,Batsman ,Right Handed Bat,,103,283,0,0,154,256,0,0,5768,7170,0,0,10906,9383,0,0,237,102,0,0,43.37,32.89,0,0,52.89,76.42,0,0,678,514,0,0,7,34,0,0,12,19,0,0,29,47,0,0,15,5,0,0,1,0,0,0,734,414,20,5,3.38,3505,2959,10,89,5.07,0,0,0,0,0,0,0,0,0,0
1291,Jalal,Pakistan,66,Batsman ,Right Handed Bat ,Right-arm fast-medium,6,8,0,0,3,2,0,0,3,5,0,0,2,5,0,0,2,5,0,0,3,2.5,0,0,150.00,100.00,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,537,51,11,2.69,306,211,7,14,4.14,0,0,0,0,0,0,0,0,0,0
